Year,Album,Artist,Song,F*ck,Sh*t,B*tch,P*ssy,Ho€,N-Word,D*ck,C*ck,Homophobic,G-Damn,Skeet,Tits,C*nt,Ass,Total
1989,Grip It! On That Other Level,Ghetto Boys,no sellout,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1989,Grip It! On That Other Level,Ghetto Boys,life in the fast lane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,Road To The Riches,Kool G Rap,cars,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3
1989,Road To The Riches,Kool G Rap,truly yours,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
1989,Road To The Riches,Kool G Rap,men at work,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1989,Road To The Riches,Kool G Rap,road to the riches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,Road To The Riches,Kool G Rap,it's a demo ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,Road To The Riches,Kool G Rap,trilogy of terror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,Road To The Riches,Kool G Rap,she loves me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,Road To The Riches,Kool G Rap,rhymes I express,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,Road To The Riches,Kool G Rap,posion ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,Road To The Riches,Kool G Rap,butcher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,People's,A Tribe Called Quest,Push it along,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,People's,A Tribe Called Quest,luck of lucien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,People's,A Tribe Called Quest,after hours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,People's,A Tribe Called Quest,footprints,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,People's,A Tribe Called Quest,I left my wallet in el segundo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,People's,A Tribe Called Quest,public enemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,People's,A Tribe Called Quest,bonita applebum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,People's,A Tribe Called Quest,can I kick it?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,People's,A Tribe Called Quest,youthful expressions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,People's,A Tribe Called Quest,rhythm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,People's,A Tribe Called Quest,mr. muhammad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,People's,A Tribe Called Quest,ham n egs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,People's,A Tribe Called Quest,go ahead in the rain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,People's,A Tribe Called Quest,descirption of a fool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,One For All,Brand Nubian,step to the rear,0,2,0,0,1,0,0,0,0,0,0,0,0,3,6
1990,One For All,Brand Nubian,slow down,0,0,4,0,0,0,0,0,0,0,0,0,0,1,5
1990,One For All,Brand Nubian,All for one,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
1990,One For All,Brand Nubian,to the right,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
1990,One For All,Brand Nubian,Feels so good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,One For All,Brand Nubian,dedicatoin,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,One For All,Brand Nubian,Brand nubian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1990,One For All,Brand Nubian,Concerto in X Minor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,One For All,Brand Nubian,ragtime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,One For All,Brand Nubian,dance to my ministry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,One For All,Brand Nubian,drop the bomb ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,One For All,Brand Nubian,wake up ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,One For All,Brand Nubian,try to do me ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,One For All,Brand Nubian,who can get busy like this man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,One For All,Brand Nubian,"grand puba, positive and L.G.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Step In the Arena,Gang Starr,check the technique,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
1990,Step In the Arena,Gang Starr,step in the arena,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,Step In the Arena,Gang Starr,execution of a chump,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,Step In the Arena,Gang Starr,who's gonna take the weight,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,Step In the Arena,Gang Starr,form of intellect,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1990,Step In the Arena,Gang Starr,take a rest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1990,Step In the Arena,Gang Starr,Name tag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Step In the Arena,Gang Starr,beyond comprehension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Step In the Arena,Gang Starr,love sick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Step In the Arena,Gang Starr,"here today, gone tomorrow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Step In the Arena,Gang Starr,what you want this time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Step In the Arena,Gang Starr,street ministry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Step In the Arena,Gang Starr,just to get a rep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Step In the Arena,Gang Starr,say your prayers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Step In the Arena,Gang Starr,as I read my s-a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Step In the Arena,Gang Starr,precisely the right rhymes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Step In the Arena,Gang Starr,the meaning of the name,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,AmeriKKKa's Most Wanted,Ice Cube,The nigga ya love to hate,8,7,7,0,2,17,1,0,0,1,0,0,0,1,44
1990,AmeriKKKa's Most Wanted,Ice Cube,a gangstas fairytale,6,5,3,0,3,2,2,2,0,0,0,0,0,4,27
1990,AmeriKKKa's Most Wanted,Ice Cube,who's the mack,2,2,3,2,0,4,1,0,0,0,0,0,0,7,21
1990,AmeriKKKa's Most Wanted,Ice Cube,amerikkas most wanted,4,4,2,0,0,4,1,1,0,0,0,0,0,2,18
1990,AmeriKKKa's Most Wanted,Ice Cube,I'm only out for one thang,4,0,2,3,1,2,0,0,0,0,0,0,0,6,18
1990,AmeriKKKa's Most Wanted,Ice Cube,tales from the darkside,9,0,1,0,0,5,0,0,0,0,0,0,0,2,17
1990,AmeriKKKa's Most Wanted,Ice Cube,once upon a time in the projects,4,2,6,0,0,3,0,0,0,0,0,0,0,2,17
1990,AmeriKKKa's Most Wanted,Ice Cube,rollin wit the lench mob,6,2,1,0,2,1,1,0,0,0,0,0,0,3,16
1990,AmeriKKKa's Most Wanted,Ice Cube,turn off the radio,8,3,0,0,0,1,0,0,0,0,0,0,0,1,13
1990,AmeriKKKa's Most Wanted,Ice Cube,get off my dick and tell yo bitch to come here,1,1,5,0,0,2,1,0,0,0,0,0,0,0,10
1990,AmeriKKKa's Most Wanted,Ice Cube,what they hittin foe,4,0,0,0,0,5,0,0,0,0,0,0,0,0,9
1990,AmeriKKKa's Most Wanted,Ice Cube,you can't fade me,0,2,3,0,2,0,0,0,0,0,0,0,0,1,8
1990,AmeriKKKa's Most Wanted,Ice Cube,it's a man's world,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4
1990,AmeriKKKa's Most Wanted,Ice Cube,the bomb,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4
1990,Fear of a Black,Public Enemy,burn hollywood burn,1,1,1,0,1,1,0,0,0,0,0,0,0,0,5
1990,Fear of a Black,Public Enemy,anti-nigger machine,1,0,0,0,0,3,0,0,0,0,0,0,0,0,4
1990,Fear of a Black,Public Enemy,war at 33 1/3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
1990,Fear of a Black,Public Enemy,fight the power,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1990,Fear of a Black,Public Enemy,welcome to the terrordome,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1990,Fear of a Black,Public Enemy,who stole the soul,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1990,Fear of a Black,Public Enemy,meet the g that killed me,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,Fear of a Black,Public Enemy,pollywanacraka,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,Fear of a Black,Public Enemy,can't do nuttin for ya man,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1990,Fear of a Black,Public Enemy,fear of a black planet,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1990,Fear of a Black,Public Enemy,brothers gonna work it out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Fear of a Black,Public Enemy,911 is a joke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Fear of a Black,Public Enemy,power to the people,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Fear of a Black,Public Enemy,revolutionary generation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Fear of a Black,Public Enemy,b side wins again,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,The Low End Theory,A Tribe Called Quest,show business,2,2,0,0,1,1,0,0,0,0,0,0,0,2,8
1991,The Low End Theory,A Tribe Called Quest,butter,2,1,0,0,1,1,0,0,0,0,0,0,0,2,7
1991,The Low End Theory,A Tribe Called Quest,Excursions,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1991,The Low End Theory,A Tribe Called Quest,jazz (we've got),0,2,0,0,0,0,0,0,0,0,0,0,0,1,3
1991,The Low End Theory,A Tribe Called Quest,skypager,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
1991,The Low End Theory,A Tribe Called Quest,verses from the abstract,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1991,The Low End Theory,A Tribe Called Quest,Scenario,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1991,The Low End Theory,A Tribe Called Quest,check the rhime,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1991,The Low End Theory,A Tribe Called Quest,everything is fair,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1991,The Low End Theory,A Tribe Called Quest,vibes and stuff,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1991,The Low End Theory,A Tribe Called Quest,the infamous date rape,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1991,The Low End Theory,A Tribe Called Quest,Buggin out,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1991,The Low End Theory,A Tribe Called Quest,What?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1991,The Low End Theory,A Tribe Called Quest,rap promoter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,De La Soul Is Dead,De La Soul,afro connections at a hi 5,0,0,0,0,0,3,2,0,0,0,0,0,0,0,5
1991,De La Soul Is Dead,De La Soul,my brother a basehead,1,0,1,0,0,0,0,0,0,0,0,0,0,2,4
1991,De La Soul Is Dead,De La Soul,who do u worship,2,1,0,0,0,0,1,0,0,0,0,0,0,0,4
1991,De La Soul Is Dead,De La Soul,Into,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
1991,De La Soul Is Dead,De La Soul,Oodles of O's,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
1991,De La Soul Is Dead,De La Soul,kicked out the house,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
1991,De La Soul Is Dead,De La Soul,not over till the fat lady plays the demo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1991,De La Soul Is Dead,De La Soul,johnny's dead aka vicent mason,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1991,De La Soul Is Dead,De La Soul,pease porridge,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
1991,De La Soul Is Dead,De La Soul,WRMS Dedication to the bitty,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1991,De La Soul Is Dead,De La Soul,bitties tn the bk lounge,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1991,De La Soul Is Dead,De La Soul,ring ring ring,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1991,De La Soul Is Dead,De La Soul,Fanatic of the B word,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1991,De La Soul Is Dead,De La Soul,Talkin bout hey love,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,De La Soul Is Dead,De La Soul,"a roller skating jam names ""saturdays""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,De La Soul Is Dead,De La Soul,let. Let me in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,De La Soul Is Dead,De La Soul,rap de rap show,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,De La Soul Is Dead,De La Soul,millie pulled a pistol on santa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,De La Soul Is Dead,De La Soul,pass the plugs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,De La Soul Is Dead,De La Soul,WRMS: cat's in control,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,De La Soul Is Dead,De La Soul,Shwingalokate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,De La Soul Is Dead,De La Soul,Keepin the faith ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Death Certificate,Ice Cube,No Vaseline,11,2,0,0,0,9,1,0,0,2,0,0,0,6,31
1991,Death Certificate,Ice Cube,The Wrong Nigga to Fuck With,16,2,2,0,1,6,0,0,0,1,0,0,0,2,30
1991,Death Certificate,Ice Cube,True to the Game,7,5,3,0,0,8,0,0,0,0,0,0,0,5,28
1991,Death Certificate,Ice Cube,Givin up the Nappy Dugout,0,3,11,0,1,5,0,0,0,2,0,0,0,6,28
1991,Death Certificate,Ice Cube,Look Who's Burnin',2,4,6,1,0,3,5,1,0,0,0,0,0,3,25
1991,Death Certificate,Ice Cube,My Summer Vacation,8,2,1,0,0,11,0,0,0,0,0,0,0,1,23
1991,Death Certificate,Ice Cube,Horny Lil' Devil,12,2,0,0,0,1,2,0,0,0,0,0,0,6,23
1991,Death Certificate,Ice Cube,Steady Mobbin,4,3,6,0,3,4,0,0,0,0,0,0,0,2,22
1991,Death Certificate,Ice Cube,Doing Dumb Shit,6,7,2,1,0,0,0,0,0,1,0,0,0,3,20
1991,Death Certificate,Ice Cube,I Wanna Kill Sam,7,4,0,0,0,4,0,0,0,0,0,0,0,3,18
1991,Death Certificate,Ice Cube,Black Korea,8,1,1,0,0,1,0,0,0,0,0,0,0,1,12
1991,Death Certificate,Ice Cube,Alive on Arrival,4,1,1,0,0,3,0,0,0,0,0,0,0,2,11
1991,Death Certificate,Ice Cube,Robin Lench,3,3,0,0,0,3,0,0,0,0,0,0,0,0,9
1991,Death Certificate,Ice Cube,Man's Best Friend,3,2,0,0,0,0,0,0,0,0,0,0,0,3,8
1991,Death Certificate,Ice Cube,Color Blind,0,1,0,0,0,4,0,0,0,0,0,0,0,0,5
1991,Death Certificate,Ice Cube,Us,1,0,0,0,0,3,0,0,0,0,0,0,0,0,4
1991,Death Certificate,Ice Cube,The Funeral,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4
1991,Death Certificate,Ice Cube,A Bird in the Hand,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
1991,Death Certificate,Ice Cube,Death,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1991,Death Certificate,Ice Cube,The Birth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Breaking Atoms,Main Source,live at the barbeque,1,3,0,0,0,2,0,0,0,0,0,0,0,1,7
1991,Breaking Atoms,Main Source,just a friendly game of basketball,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3
1991,Breaking Atoms,Main Source,vamos a rapiar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1991,Breaking Atoms,Main Source,Snake eyes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1991,Breaking Atoms,Main Source,large professor,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1991,Breaking Atoms,Main Source,he got so much soul,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1991,Breaking Atoms,Main Source,watch roger do his thing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1991,Breaking Atoms,Main Source,just hanging out,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Breaking Atoms,Main Source,looking at the front door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Breaking Atoms,Main Source,peace is not the word to play,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Efil4Zaggin,NWA,Niggaz 4 Life,26,13,3,0,0,62,2,0,0,0,0,0,0,2,108
1991,Efil4Zaggin,NWA,real niggaz,30,11,1,0,0,28,6,0,0,0,0,0,0,5,81
1991,Efil4Zaggin,NWA,Real Niggaz Don't Die,21,3,1,1,0,44,0,0,0,0,0,0,0,8,78
1991,Efil4Zaggin,NWA,one less bitch ,12,3,28,0,2,13,4,0,0,0,0,0,0,3,65
1991,Efil4Zaggin,NWA,she swallowed,3,7,14,2,0,5,19,0,0,0,0,0,0,1,51
1991,Efil4Zaggin,NWA,alwayz into somethin,13,8,4,0,0,17,5,0,0,0,0,0,0,2,49
1991,Efil4Zaggin,NWA,findum fuckum & flee,19,0,16,4,0,3,6,0,0,0,0,0,0,1,49
1991,Efil4Zaggin,NWA,Prelude ,15,8,0,2,0,12,1,0,0,0,0,0,0,3,41
1991,Efil4Zaggin,NWA,Appetite For Destruction,12,5,1,0,3,12,0,0,0,0,0,0,0,3,36
1991,Efil4Zaggin,NWA,the dayz of wayback,11,5,3,1,0,13,0,0,0,0,0,0,0,2,35
1991,Efil4Zaggin,NWA,I'd rather fuck you,16,2,4,3,0,0,1,0,0,1,0,0,0,4,31
1991,Efil4Zaggin,NWA,automobile,2,4,5,12,0,0,3,0,0,0,0,0,0,2,28
1991,Efil4Zaggin,NWA,approach to danger,11,2,0,0,0,8,0,0,0,0,0,0,0,1,22
1991,Efil4Zaggin,NWA,message to b.a,3,0,1,3,0,2,1,0,0,0,0,0,0,4,14
1991,Efil4Zaggin,NWA,don't drink that wine,2,4,2,0,0,1,0,0,0,0,0,0,0,0,9
1992,"Stunts, Blunts & Hi",Diamond D,Fuck what you Heard,13,3,0,0,0,1,0,0,0,0,0,0,0,0,17
1992,"Stunts, Blunts & Hi",Diamond D,Freestlye,1,13,0,0,0,0,0,0,0,0,0,0,0,0,14
1992,"Stunts, Blunts & Hi",Diamond D,Best Kept Secret,8,3,0,0,0,1,0,0,0,0,0,0,1,0,13
1992,"Stunts, Blunts & Hi",Diamond D,I'm Outta Here,1,2,0,0,0,2,0,0,0,0,0,0,0,0,5
1992,"Stunts, Blunts & Hi",Diamond D,K.I.S.S.,0,3,0,0,0,0,0,0,0,0,0,0,0,2,5
1992,"Stunts, Blunts & Hi",Diamond D,Step To Me,3,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1992,"Stunts, Blunts & Hi",Diamond D,A Day In the Life,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3
1992,"Stunts, Blunts & Hi",Diamond D,"Check One, Two",0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
1992,"Stunts, Blunts & Hi",Diamond D,Feel the Vibe,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1992,"Stunts, Blunts & Hi",Diamond D,"Stunts,Blunts & Hip Hop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,"Stunts, Blunts & Hi",Diamond D,Sally Got a One Track Mind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,"Stunts, Blunts & Hi",Diamond D,Confused,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,"Stunts, Blunts & Hi",Diamond D,I Went For mine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,The Chronic,Dr. Dre,Bitches Ain't Shit,21,12,16,0,11,5,6,0,0,0,0,0,0,2,73
1992,The Chronic,Dr. Dre,The Roach,26,23,0,0,0,15,0,0,0,1,0,0,0,2,67
1992,The Chronic,Dr. Dre,Fuck Wit Dre Day,24,1,0,0,0,10,7,0,0,0,0,0,0,5,47
1992,The Chronic,Dr. Dre,The $20 Sack Pyramid,16,19,5,0,0,1,1,0,0,0,0,0,0,1,43
1992,The Chronic,Dr. Dre,Deeez Nuuuts,11,7,5,0,0,10,1,0,0,1,0,0,0,5,40
1992,The Chronic,Dr. Dre,Intro,10,2,2,0,1,14,0,0,0,0,0,0,0,10,39
1992,The Chronic,Dr. Dre,A Nigga Witta Gun,25,1,0,0,0,10,0,0,0,1,0,0,0,1,38
1992,The Chronic,Dr. Dre,Rat-Tat-Tat-Tat,4,3,0,1,1,22,0,0,0,0,0,0,0,2,33
1992,The Chronic,Dr. Dre,Lyrical Gangbang,8,3,2,0,0,15,0,0,1,0,0,0,0,3,32
1992,The Chronic,Dr. Dre,High Powered,9,8,0,0,0,9,0,0,0,0,0,0,0,3,29
1992,The Chronic,Dr. Dre,Let Me Ride,9,3,5,0,1,8,0,0,0,0,0,0,0,1,27
1992,The Chronic,Dr. Dre,The Day The Niggaz Took Over,6,2,0,0,0,14,0,0,0,0,0,0,0,2,24
1992,The Chronic,Dr. Dre,Stranded on Death Row,11,3,0,0,1,6,0,0,0,0,0,0,0,3,24
1992,The Chronic,Dr. Dre,Nuthin But a G Thang,4,7,2,1,2,2,0,0,0,0,0,0,0,2,20
1992,The Chronic,Dr. Dre,Lil Ghetto Boy,3,1,0,0,0,7,0,0,0,0,0,0,0,2,13
1992,Live and Let Die,Kool G Rap,go for your guns,25,3,3,0,0,23,0,0,0,0,0,0,0,7,61
1992,Live and Let Die,Kool G Rap,operatoin cb,0,9,11,2,0,13,6,12,0,0,0,1,0,5,59
1992,Live and Let Die,Kool G Rap,two to the head,22,3,6,0,0,13,2,0,0,0,0,0,0,6,52
1992,Live and Let Die,Kool G Rap,nuff said,18,4,4,0,0,17,3,0,0,0,0,0,0,4,50
1992,Live and Let Die,Kool G Rap,fuck u man,19,0,12,5,1,4,7,0,0,0,0,0,0,0,48
1992,Live and Let Die,Kool G Rap,train robbery,19,7,6,0,0,1,2,0,0,0,0,0,0,7,42
1992,Live and Let Die,Kool G Rap,on the run,18,7,8,0,0,2,0,0,0,1,0,0,0,3,39
1992,Live and Let Die,Kool G Rap,crime pays,14,5,2,0,0,9,0,0,0,0,0,0,0,1,31
1992,Live and Let Die,Kool G Rap,edge of sanity,12,3,0,0,0,10,0,0,0,0,0,0,0,5,30
1992,Live and Let Die,Kool G Rap,still wanted dead or alive,7,2,0,0,0,14,0,0,0,0,0,0,0,6,29
1992,Live and Let Die,Kool G Rap,#1 with a bullet,6,2,2,1,0,13,0,0,0,0,0,0,0,1,25
1992,Live and Let Die,Kool G Rap,letters ,1,2,1,1,0,4,1,0,0,0,0,1,0,3,14
1992,Live and Let Die,Kool G Rap,live and let die,3,2,0,0,0,1,0,0,0,0,0,0,0,1,7
1992,Live and Let Die,Kool G Rap,ill street blues,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1992,Live and Let Die,Kool G Rap,home sweet home,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1992,Live and Let Die,Kool G Rap,stright jacket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Mecca and the,Pete Rock & CL Smooth,interlude after troy,2,2,0,0,0,0,1,0,0,0,0,0,0,0,5
1992,Mecca and the,Pete Rock & CL Smooth,for petes sake,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3
1992,Mecca and the,Pete Rock & CL Smooth,soul brother #1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3
1992,Mecca and the,Pete Rock & CL Smooth,ghettos of the mind,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
1992,Mecca and the,Pete Rock & CL Smooth,act like you know,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1992,Mecca and the,Pete Rock & CL Smooth,wig out,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1992,Mecca and the,Pete Rock & CL Smooth,the basement,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1992,Mecca and the,Pete Rock & CL Smooth,straighten it out,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1992,Mecca and the,Pete Rock & CL Smooth,return of the mecca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Mecca and the,Pete Rock & CL Smooth,lots of lovin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Mecca and the,Pete Rock & CL Smooth,anger in the nation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Mecca and the,Pete Rock & CL Smooth,they reminisce over you,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Mecca and the,Pete Rock & CL Smooth,on and on,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Mecca and the,Pete Rock & CL Smooth,it's like that,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Mecca and the,Pete Rock & CL Smooth,can't front on me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Mecca and the,Pete Rock & CL Smooth,if it ain't rough it's aint right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Mecca and the,Pete Rock & CL Smooth,skinz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Whut? Thee Album,Redman,Tonights da Night,10,8,4,0,0,5,0,0,0,0,0,0,0,0,27
1992,Whut? Thee Album,Redman,How to Roll a Blunt,9,9,0,0,0,0,0,0,0,0,0,0,0,2,20
1992,Whut? Thee Album,Redman,Im a Bad,6,6,2,2,0,0,0,0,0,0,0,0,0,2,18
1992,Whut? Thee Album,Redman,Rated R,7,7,1,0,0,1,1,0,0,0,0,0,0,0,17
1992,Whut? Thee Album,Redman,Redman Meets Reggie Noble,7,5,3,1,0,0,0,0,0,0,0,0,0,1,17
1992,Whut? Thee Album,Redman,A Day of Sooperman Lover,4,4,3,0,0,2,1,0,0,0,0,0,0,2,16
1992,Whut? Thee Album,Redman,Hardcore,2,3,0,0,1,3,0,0,1,0,0,0,0,0,10
1992,Whut? Thee Album,Redman,Da Funk,2,2,0,0,0,3,0,0,0,0,0,0,0,0,7
1992,Whut? Thee Album,Redman,Watch Yo Nuggets,0,2,0,0,0,0,1,0,0,0,0,1,0,0,4
1992,Whut? Thee Album,Redman,Jam 4 U,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1992,Whut? Thee Album,Redman,Blow Your ind,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1992,Whut? Thee Album,Redman,Blow Your Mind,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1992,Whut? Thee Album,Redman,So Ruff,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1992,Whut? Thee Album,Redman,Time 4 Sum Aksion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
