,Year,Album,Artist,Song,F*ck,Sh*t,B*tch,P*ssy,Ho,N-Word,D*ck,C*ck,Homophobic,G-Damn,Skeet,Tits,C*nt,Ass,Total,City,State
489,1993,Midnight Marauders,A Tribe Called Quest,Award Tour,0,1.0,0,0.0,0.0,3,0,0.0,0,0,0,0,0,0.0,4,St. Albans,New York
490,1993,Midnight Marauders,A Tribe Called Quest,Oh My God,0,1.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,0.0,3,St. Albans,New York
491,1993,Midnight Marauders,A Tribe Called Quest,Lyrics to Go,0,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,2.0,3,St. Albans,New York
492,1993,Midnight Marauders,A Tribe Called Quest,Hot Sex,0,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,0.0,2,St. Albans,New York
493,1993,Midnight Marauders,A Tribe Called Quest,We Can Get Down,0,1.0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,0.0,2,St. Albans,New York
494,1993,Midnight Marauders,A Tribe Called Quest,Midnight Marauders Tour Guide,1,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,2,St. Albans,New York
495,1993,Midnight Marauders,A Tribe Called Quest,Steve Biko (Stir it Up),0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.0,1,St. Albans,New York
496,1993,Midnight Marauders,A Tribe Called Quest,Electric Relaxation,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.0,1,St. Albans,New York
497,1993,Midnight Marauders,A Tribe Called Quest,Midnight Marauders Tour Guide,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,St. Albans,New York
498,1993,Buhloone Mindstate,De La Soul,In the Woods,2,7.0,0,0.0,0.0,2,0,0.0,0,0,0,0,0,0.0,11,Long Island,New York
499,1993,Buhloone Mindstate,De La Soul,Patti Dooke,2,0.0,0,0.0,0.0,3,0,0.0,0,0,0,0,0,1.0,6,Long Island,New York
500,1993,Buhloone Mindstate,De La Soul,En Focus,0,2.0,1,0.0,1.0,1,0,0.0,0,0,0,0,0,1.0,6,Long Island,New York
501,1993,Buhloone Mindstate,De La Soul,Area,1,0.0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,2.0,4,Long Island,New York
502,1993,Buhloone Mindstate,De La Soul,Ego Trippin',1,1.0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,1.0,4,Long Island,New York
503,1993,Buhloone Mindstate,De La Soul,Stone Age,0,0.0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,1.0,2,Long Island,New York
504,1993,Buhloone Mindstate,De La Soul,I Be Blowin',0,2.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,2,Long Island,New York
505,1993,Buhloone Mindstate,De La Soul,3 Day Later,1,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.0,2,Long Island,New York
506,1993,Buhloone Mindstate,De La Soul,I am I Be,0,0.0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,0.0,1,Long Island,New York
507,1993,Buhloone Mindstate,De La Soul,Breakadawn,0,0.0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,0.0,1,Long Island,New York
508,1993,Buhloone Mindstate,De La Soul,Eye Patch,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,Long Island,New York
509,1993,Buhloone Mindstate,De La Soul,Long Island Wildin',0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,Long Island,New York
510,1993,Buhloone Mindstate,De La Soul,Pauls Revenge,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,Long Island,New York
511,1993,Buhloone Mindstate,De La Soul,Dave has a Problem Seriously,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,Long Island,New York
512,1993,Return of the Boom Bap,KRS1,Brown Skin Woman,0,1.0,1,0.0,3.0,2,0,0.0,0,0,0,0,0,0.0,7,The Bronx,New York
513,1993,Return of the Boom Bap,KRS1,Slap Them Up,1,4.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.0,6,The Bronx,New York
514,1993,Return of the Boom Bap,KRS1,Mad Crew,3,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.0,4,The Bronx,New York
515,1993,Return of the Boom Bap,KRS1,Outta Here,2,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,3,The Bronx,New York
516,1993,Return of the Boom Bap,KRS1,Stop Frontin,0,2.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,2,The Bronx,New York
517,1993,Return of the Boom Bap,KRS1,Return of the Boom Bap,0,0.0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,1.0,2,The Bronx,New York
518,1993,Return of the Boom Bap,KRS1,Uh Oh,0,0.0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,0.0,1,The Bronx,New York
519,1993,Return of the Boom Bap,KRS1,Mortal Thought,1,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,1,The Bronx,New York
520,1993,Return of the Boom Bap,KRS1,KRS One Attacks,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,The Bronx,New York
521,1993,Return of the Boom Bap,KRS1,Black Cop,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,The Bronx,New York
522,1993,Return of the Boom Bap,KRS1,I can't Wake Up,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,The Bronx,New York
523,1993,Return of the Boom Bap,KRS1,Sound of da Police,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,The Bronx,New York
524,1993,Return of the Boom Bap,KRS1,P is Still Free,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,The Bronx,New York
525,1993,Return of the Boom Bap,KRS1,Higher Level,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,The Bronx,New York
526,1993,DoggyStyle,Snoop Dogg,Tha Dogg Pound - Forall my Niggaz & Bitches,23,14.0,11,0.0,1.0,24,1,0.0,0,0,0,0,0,3.0,77,Long Beach,California
527,1993,DoggyStyle,Snoop Dogg,Ain't No Fun (If the Homies Cant Have None),10,1.0,12,2.0,0.0,3,2,0.0,0,0,0,0,0,2.0,32,Long Beach,California
528,1993,DoggyStyle,Snoop Dogg,GZ and Hustlas,14,5.0,0,0.0,5.0,5,1,0.0,0,0,0,0,0,1.0,31,Long Beach,California
529,1993,DoggyStyle,Snoop Dogg,Tha Shiznit,8,6.0,2,0.0,3.0,7,0,0.0,0,0,0,0,0,3.0,29,Long Beach,California
530,1993,DoggyStyle,Snoop Dogg,House Party,9,0.0,1,1.0,0.0,11,1,0.0,0,0,0,0,0,4.0,27,Long Beach,California
531,1993,DoggyStyle,Snoop Dogg,Checkin,6,5.0,3,0.0,0.0,10,0,0.0,0,0,0,0,0,1.0,25,Long Beach,California
532,1993,DoggyStyle,Snoop Dogg,Murder Was the Case,6,0.0,0,0.0,0.0,17,0,0.0,0,0,0,0,0,1.0,24,Long Beach,California
533,1993,DoggyStyle,Snoop Dogg,Pump Pump,9,1.0,0,0.0,0.0,13,0,0.0,0,0,0,0,0,1.0,24,Long Beach,California
534,1993,DoggyStyle,Snoop Dogg,Who Am I (What's My Name)?,11,5.0,1,0.0,0.0,5,0,1.0,0,0,0,0,0,1.0,24,Long Beach,California
535,1993,DoggyStyle,Snoop Dogg,Gz Up Hoes Down,7,2.0,4,0.0,7.0,4,0,0.0,0,0,0,0,0,0.0,24,Long Beach,California
536,1993,DoggyStyle,Snoop Dogg,Doggy Dogg World,6,2.0,6,0.0,5.0,4,0,0.0,0,0,0,0,0,0.0,23,Long Beach,California
537,1993,DoggyStyle,Snoop Dogg,Serial Killa,9,0.0,1,0.0,0.0,9,0,0.0,0,0,0,0,0,1.0,20,Long Beach,California
538,1993,DoggyStyle,Snoop Dogg,Bathtub,7,5.0,1,0.0,0.0,5,0,0.0,0,0,0,0,0,2.0,20,Long Beach,California
539,1993,DoggyStyle,Snoop Dogg,G Funk Intro,6,4.0,2,0.0,0.0,6,0,0.0,0,1,0,0,0,0.0,19,Long Beach,California
540,1993,DoggyStyle,Snoop Dogg,Gin and Juice,2,4.0,5,0.0,3.0,0,0,0.0,0,0,0,0,0,2.0,16,Long Beach,California
541,1993,DoggyStyle,Snoop Dogg,Lodi Dodi,0,2.0,4,1.0,0.0,2,2,0.0,0,0,0,0,0,0.0,11,Long Beach,California
542,1993,DoggyStyle,Snoop Dogg,Chronic Break,1,1.0,4,0.0,2.0,2,0,0.0,0,0,0,0,0,0.0,10,Long Beach,California
543,1993,DoggyStyle,Snoop Dogg,W Balls,0,1.0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,1.0,3,Long Beach,California
544,1993,DoggyStyle,Snoop Dogg,Class Room Intro,1,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,1,Long Beach,California
545,1993,36 Chambers,Wu-Tang Clan,Wu-Tang: 7th Chamber,31,7.0,1,0.0,0.0,15,0,0.0,0,0,0,0,0,5.0,59,Staten Island,New York
546,1993,36 Chambers,Wu-Tang Clan,Method Man,24,6.0,1,0.0,0.0,2,1,0.0,0,1,0,0,0,4.0,39,Staten Island,New York
547,1993,36 Chambers,Wu-Tang Clan,"Wu-Tang: 7th Chamber, Pt. 2",9,5.0,1,0.0,0.0,11,0,0.0,0,0,0,0,0,5.0,31,Staten Island,New York
548,1993,36 Chambers,Wu-Tang Clan,Bring Da Ruckus,19,2.0,1,0.0,0.0,4,0,0.0,0,0,0,0,0,3.0,29,Staten Island,New York
549,1993,36 Chambers,Wu-Tang Clan,Wu-Tang Clan Ain't Nuthing ta Fuck Wit,18,0.0,0,0.0,0.0,9,0,0.0,0,0,0,0,0,0.0,27,Staten Island,New York
550,1993,36 Chambers,Wu-Tang Clan,Can it Be all so Simple,3,12.0,0,0.0,0.0,3,2,0.0,0,0,0,0,0,1.0,21,Staten Island,New York
551,1993,36 Chambers,Wu-Tang Clan,Shame on a Nigga,5,2.0,0,0.0,0.0,13,0,0.0,0,0,0,0,0,0.0,20,Staten Island,New York
552,1993,36 Chambers,Wu-Tang Clan,Clan in Da Front,10,5.0,0,0.0,0.0,4,0,0.0,0,1,0,0,0,0.0,20,Staten Island,New York
553,1993,36 Chambers,Wu-Tang Clan,Da Mystery of Chessboxin',1,4.0,0,0.0,0.0,11,0,0.0,0,0,0,0,0,2.0,18,Staten Island,New York
554,1993,36 Chambers,Wu-Tang Clan,Protect ya Neck,7,4.0,0,0.0,0.0,6,0,0.0,0,0,0,0,0,1.0,18,Staten Island,New York
555,1993,36 Chambers,Wu-Tang Clan,C.R.E.A.M.,0,3.0,0,0.0,0.0,4,0,0.0,0,0,0,0,0,0.0,7,Staten Island,New York
556,1993,36 Chambers,Wu-Tang Clan,Method Man Remix,0,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.0,2,Staten Island,New York
557,1993,36 Chambers,Wu-Tang Clan,Tearz,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,Staten Island,New York
558,1993,36 Chambers,Wu-Tang Clan,Conclusion,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,Staten Island,New York
559,1994,Resurrection,Common,Nuthin TO Do,1,4.0,1,0.0,0.0,14,0,0.0,0,0,0,0,0,1.0,21,Chicago,Illinois
560,1994,Resurrection,Common,Another Wasted Nite With,3,1.0,3,1.0,2.0,0,0,0.0,0,1,0,0,0,4.0,15,Chicago,Illinois
561,1994,Resurrection,Common,Sum Shit I Wrote,4,3.0,0,0.0,0.0,2,1,1.0,0,0,0,1,0,1.0,13,Chicago,Illinois
562,1994,Resurrection,Common,Orange Pineapple Juice,1,3.0,2,2.0,0.0,2,0,0.0,0,0,0,1,0,0.0,11,Chicago,Illinois
563,1994,Resurrection,Common,Watermelon,2,3.0,0,0.0,0.0,3,0,0.0,0,0,0,0,0,1.0,9,Chicago,Illinois
564,1994,Resurrection,Common,I used to love HER,1,3.0,1,0.0,0.0,2,0,0.0,0,0,0,1,0,0.0,8,Chicago,Illinois
565,1994,Resurrection,Common,Resurrection,0,2.0,0,1.0,0.0,3,0,0.0,0,0,0,0,0,0.0,6,Chicago,Illinois
566,1994,Resurrection,Common,Thisisme,0,2.0,0,0.0,1.0,2,1,0.0,0,0,0,0,0,0.0,6,Chicago,Illinois
567,1994,Resurrection,Common,In My Own World,0,1.0,0,0.0,0.0,2,2,0.0,0,0,0,0,0,1.0,6,Chicago,Illinois
568,1994,Resurrection,Common,Maintaining,0,0.0,0,1.0,1.0,1,1,1.0,0,0,0,0,0,0.0,5,Chicago,Illinois
569,1994,Resurrection,Common,Communism,1,2.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,0.0,5,Chicago,Illinois
570,1994,Resurrection,Common,Chapter 13,0,1.0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,1.0,3,Chicago,Illinois
571,1994,Resurrection,Common,Book of Life,0,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,1,Chicago,Illinois
572,1994,Resurrection,Common,Pop's Rap,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,Chicago,Illinois
573,1994,The Sun Rises in the East,Jeru The Damaja,Da Bichez,3,0.0,25,3.0,0.0,1,1,0.0,0,0,0,0,0,2.0,35,Brooklyn,New York
574,1994,The Sun Rises in the East,Jeru The Damaja,Come Clean,0,6.0,0,0.0,0.0,2,0,0.0,1,0,0,0,0,1.0,10,Brooklyn,New York
575,1994,The Sun Rises in the East,Jeru The Damaja,Brooklyn Took It,2,2.0,0,0.0,0.0,2,0,0.0,0,0,0,0,0,0.0,6,Brooklyn,New York
576,1994,The Sun Rises in the East,Jeru The Damaja,Statik,1,1.0,0,1.0,0.0,2,0,0.0,0,0,0,0,0,0.0,5,Brooklyn,New York
577,1994,The Sun Rises in the East,Jeru The Damaja,D Original,0,2.0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,0.0,3,Brooklyn,New York
578,1994,The Sun Rises in the East,Jeru The Damaja,Ain't The Devil Happy,0,0.0,0,0.0,0.0,2,0,0.0,0,0,0,0,0,0.0,2,Brooklyn,New York
579,1994,The Sun Rises in the East,Jeru The Damaja,You Can't Stop The Prophet,0,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,0.0,2,Brooklyn,New York
580,1994,The Sun Rises in the East,Jeru The Damaja,Mental Stamina,1,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.0,2,Brooklyn,New York
581,1994,The Sun Rises in the East,Jeru The Damaja,Life,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,Brooklyn,New York
582,1994,The Sun Rises in the East,Jeru The Damaja,My Mind Spray,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,Brooklyn,New York
583,1994,The Sun Rises in the East,Jeru The Damaja,Jungle Music,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,Brooklyn,New York
584,1994,Illmatic,Nas,Represent,5,7.0,0,0.0,0.0,6,0,0.0,0,0,0,0,0,1.0,19,Brooklyn,New York
585,1994,Illmatic,Nas,The Genesis,4,5.0,0,0.0,0.0,9,0,0.0,0,0,0,0,0,0.0,18,Brooklyn,New York
586,1994,Illmatic,Nas,NY State of Mind,1,4.0,2,0.0,0.0,10,0,0.0,0,0,0,0,0,0.0,17,Brooklyn,New York
587,1994,Illmatic,Nas,One Love,4,3.0,0,0.0,0.0,10,0,0.0,0,0,0,0,0,0.0,17,Brooklyn,New York
588,1994,Illmatic,Nas,One Time 4 Your Mind,3,5.0,0,0.0,0.0,4,0,0.0,0,0,0,0,0,0.0,12,Brooklyn,New York
589,1994,Illmatic,Nas,Memory Lane,2,1.0,0,1.0,0.0,6,0,0.0,0,0,0,0,0,0.0,10,Brooklyn,New York
590,1994,Illmatic,Nas,Lifes a Bitch,2,0.0,5,0.0,0.0,1,0,0.0,0,0,0,0,0,1.0,9,Brooklyn,New York
591,1994,Illmatic,Nas,Halftime,1,0.0,1,0.0,0.0,3,0,0.0,1,0,0,0,0,0.0,6,Brooklyn,New York
592,1994,Illmatic,Nas,The World Is Yours,0,3.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,0.0,5,Brooklyn,New York
593,1994,Illmatic,Nas,It Ain't Hard to Tell,0,0.0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,0.0,1,Brooklyn,New York
594,1994,Ready To Die,Notorious B.I.G.,Intro,34,3.0,5,0.0,0.0,19,0,0.0,0,3,0,0,0,3.0,67,Brooklyn,New York
595,1994,Ready To Die,Notorious B.I.G.,Friends,16,5.0,14,1.0,4.0,3,0,0.0,0,0,0,0,0,3.0,46,Brooklyn,New York
596,1994,Ready To Die,Notorious B.I.G.,One More Chance,19,8.0,2,1.0,2.0,1,9,0.0,0,0,0,0,0,2.0,44,Brooklyn,New York
597,1994,Ready To Die,Notorious B.I.G.,Suicidal Thoughts,13,9.0,1,0.0,0.0,12,1,0.0,0,1,0,0,0,0.0,37,Brooklyn,New York
598,1994,Ready To Die,Notorious B.I.G.,Gimme the Loot,20,6.0,8,1.0,0.0,1,0,0.0,0,0,0,0,0,1.0,37,Brooklyn,New York
599,1994,Ready To Die,Notorious B.I.G.,The What,6,5.0,4,1.0,0.0,9,3,0.0,1,1,0,0,0,3.0,33,Brooklyn,New York
600,1994,Ready To Die,Notorious B.I.G.,Me & My Bitch,8,2.0,13,0.0,1.0,2,3,0.0,0,0,0,0,0,2.0,31,Brooklyn,New York
601,1994,Ready To Die,Notorious B.I.G.,Things Done Changed,10,9.0,0,0.0,0.0,6,0,0.0,0,0,0,0,0,0.0,25,Brooklyn,New York
602,1994,Ready To Die,Notorious B.I.G.,Ready To Die,11,5.0,1,0.0,0.0,4,0,0.0,0,0,0,0,0,2.0,23,Brooklyn,New York
603,1994,Ready To Die,Notorious B.I.G.,Machin Gun Funk,6,0.0,4,0.0,0.0,7,1,0.0,0,0,0,0,0,2.0,20,Brooklyn,New York
604,1994,Ready To Die,Notorious B.I.G.,Warning,5,0.0,0,0.0,0.0,12,0,0.0,0,0,0,0,0,1.0,18,Brooklyn,New York
605,1994,Ready To Die,Notorious B.I.G.,Just Playin',7,0.0,4,3.0,0.0,0,0,0.0,0,0,0,0,0,0.0,14,Brooklyn,New York
606,1994,Ready To Die,Notorious B.I.G.,Fuck Me,10,1.0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,1.0,13,Brooklyn,New York
607,1994,Ready To Die,Notorious B.I.G.,Everyday Struggle,2,3.0,3,0.0,0.0,0,0,0.0,0,0,0,0,0,1.0,9,Brooklyn,New York
608,1994,Ready To Die,Notorious B.I.G.,Respect,3,1.0,0,0.0,0.0,4,0,0.0,0,0,0,0,0,0.0,8,Brooklyn,New York
609,1994,Ready To Die,Notorious B.I.G.,Juicy,2,0.0,0,0.0,1.0,4,0,0.0,0,0,0,0,0,0.0,7,Brooklyn,New York
610,1994,Ready To Die,Notorious B.I.G.,Big Poppa,2,1.0,0,0.0,1.0,3,0,0.0,0,0,0,0,0,0.0,7,Brooklyn,New York
611,1994,Ready To Die,Notorious B.I.G.,Unbelievable,4,0.0,0,0.0,0.0,1,1,0.0,0,0,0,0,0,0.0,6,Brooklyn,New York
612,1994,The Diary,Scarface,The White Sheet,30,2.0,5,0.0,0.0,8,0,0.0,0,0,0,0,0,21.0,66,Houston,Texas
613,1994,The Diary,Scarface,G's Lyrics,38,4.0,0,0.0,0.0,14,1,0.0,0,0,0,0,0,2.0,59,Houston,Texas
614,1994,The Diary,Scarface,The Diary,12,7.0,3,0.0,0.0,18,0,0.0,0,0,0,0,0,8.0,48,Houston,Texas
615,1994,The Diary,Scarface,Jesse James,30,3.0,0,0.0,0.0,6,0,0.0,0,0,0,0,0,8.0,47,Houston,Texas
616,1994,The Diary,Scarface,One,3,2.0,8,0.0,6.0,4,1,1.0,0,0,0,0,0,3.0,28,Houston,Texas
617,1994,The Diary,Scarface,Goin' Down,6,2.0,11,0.0,0.0,2,1,0.0,0,0,0,0,0,6.0,28,Houston,Texas
618,1994,The Diary,Scarface,Hand of the Dead Body,5,5.0,0,0.0,0.0,14,1,0.0,0,0,0,0,0,2.0,27,Houston,Texas
619,1994,The Diary,Scarface,No Tears,10,3.0,1,0.0,0.0,7,0,0.0,0,0,0,0,0,6.0,27,Houston,Texas
620,1994,The Diary,Scarface,I Seen A Man Die,1,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,2,Houston,Texas
621,1994,The Diary,Scarface,Mind Playin Tricks on Me '94,1,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,1,Houston,Texas
622,1995,Soul Food,Goodie Mob,Live at the O.M.N.I,3,6.0,1,0.0,0.0,30,1,0.0,0,0,0,0,2,0.0,43,Atlanta,Georgia
623,1995,Soul Food,Goodie Mob,Goodie Bag,3,3.0,0,0.0,1.0,9,0,0.0,0,0,0,0,5,0.0,21,Atlanta,Georgia
624,1995,Soul Food,Goodie Mob,The Coming,8,4.0,0,0.0,0.0,7,0,0.0,0,0,0,0,0,0.0,19,Atlanta,Georgia
625,1995,Soul Food,Goodie Mob,Dirty South,2,1.0,2,,2.0,9,0,0.0,0,0,0,0,1,0.0,17,Atlanta,Georgia
626,1995,Soul Food,Goodie Mob,Thought Process,4,6.0,0,0.0,0.0,4,0,0.0,0,1,0,0,0,0.0,15,Atlanta,Georgia
627,1995,Soul Food,Goodie Mob,Funeral,3,2.0,0,0.0,0.0,5,0,0.0,0,0,0,0,2,0.0,12,Atlanta,Georgia
628,1995,Soul Food,Goodie Mob,Blood,3,2.0,0,0.0,1.0,5,0,0.0,0,0,0,0,0,0.0,11,Atlanta,Georgia
629,1995,Soul Food,Goodie Mob,I Didn't Ask to come,1,2.0,0,0.0,0.0,4,0,0.0,0,0,0,0,0,0.0,7,Atlanta,Georgia
630,1995,Soul Food,Goodie Mob,Cell Therapy,0,1.0,0,0.0,1.0,2,0,0.0,0,0,0,0,2,0.0,6,Atlanta,Georgia
631,1995,Soul Food,Goodie Mob,Soul Food,2,2.0,0,0.0,1.0,1,0,0.0,0,0,0,0,0,0.0,6,Atlanta,Georgia
632,1995,Soul Food,Goodie Mob,Fighting,0,3.0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,0.0,4,Atlanta,Georgia
633,1995,Soul Food,Goodie Mob,Guess Who?,0,1.0,0,0.0,0.0,1,0,0.0,0,0,0,0,2,0.0,4,Atlanta,Georgia
634,1995,Soul Food,Goodie Mob,Sesame Street,1,0.0,0,0.0,1.0,1,0,0.0,0,0,0,0,0,0.0,3,Atlanta,Georgia
635,1995,Soul Food,Goodie Mob,The Day After,0,2.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,2,Atlanta,Georgia
636,1995,Soul Food,Goodie Mob,Red Dogg,0,0.0,0,0.0,0.0,0,0,0.0,0,2,0,0,0,0.0,2,Atlanta,Georgia
637,1995,Soul Food,Goodie Mob,Rico,0,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,1,Atlanta,Georgia
638,1995,Soul Food,Goodie Mob,Free,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,1,0.0,1,Atlanta,Georgia
639,1995,Soul Food,Goodie Mob,Serenity Prayer,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,Atlanta,Georgia
640,1995,Soul Food,Goodie Mob,Cee-Lo,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,Atlanta,Georgia
641,1995,The Infamous,Mobb Deep,The Infamous Prelude,6,7.0,0,0.0,0.0,15,0,0.0,0,0,0,0,0,3.0,31,Queens,New York
642,1995,The Infamous,Mobb Deep,Trife Life,9,8.0,2,0.0,0.0,9,0,0.0,0,0,0,0,0,0.0,28,Queens,New York
643,1995,The Infamous,Mobb Deep,Q.U. Hectic,8,11.0,0,1.0,0.0,6,0,0.0,0,0,0,0,0,0.0,26,Queens,New York
644,1995,The Infamous,Mobb Deep,Right Back At You,5,4.0,1,0.0,0.0,9,1,0.0,0,0,0,0,0,1.0,21,Queens,New York
645,1995,The Infamous,Mobb Deep,Party Over,7,2.0,2,4.0,0.0,4,1,0.0,0,0,0,0,0,1.0,21,Queens,New York
646,1995,The Infamous,Mobb Deep,Drink Away the Pain,8,2.0,2,1.0,0.0,4,1,0.0,0,0,0,0,0,2.0,20,Queens,New York
647,1995,The Infamous,Mobb Deep,Up North Trip,3,6.0,0,0.0,0.0,6,0,0.0,0,0,0,0,0,3.0,18,Queens,New York
648,1995,The Infamous,Mobb Deep,Sthe Start of Your ending (41st Side) Lyrics,4,1.0,0,0.0,2.0,8,0,0.0,0,0,0,0,0,2.0,17,Queens,New York
649,1995,The Infamous,Mobb Deep,Give up the Goods,4,1.0,0,0.0,0.0,9,0,0.0,0,0,0,0,0,2.0,16,Queens,New York
650,1995,The Infamous,Mobb Deep,Cradle to The Grave,4,4.0,0,0.0,0.0,4,0,0.0,0,0,0,0,0,2.0,14,Queens,New York
651,1995,The Infamous,Mobb Deep,Survival of the Fittest,3,3.0,0,0.0,1.0,3,0,0.0,0,0,0,0,0,1.0,11,Queens,New York
652,1995,The Infamous,Mobb Deep,Just Step (prelude),3,1.0,0,0.0,0.0,2,0,0.0,0,0,0,0,0,2.0,8,Queens,New York
653,1995,The Infamous,Mobb Deep,Eye for an Eye,0,0.0,0,0.0,1.0,5,0,0.0,0,0,0,0,0,1.0,7,Queens,New York
654,1995,The Infamous,Mobb Deep,Temperature's Rising,0,3.0,0,0.0,0.0,3,0,0.0,0,0,0,0,0,0.0,6,Queens,New York
655,1995,The Infamous,Mobb Deep,Shook Ones Part II,0,0.0,0,0.0,0.0,3,0,0.0,0,0,0,0,0,0.0,3,Queens,New York
656,1995,Only Built 4 Cuban Linx,Raekwon,Shark Niggas (Biters),6,0.0,0,0.0,0.0,28,0,0.0,0,0,0,0,0,1.0,35,Staten Island,New York
657,1995,Only Built 4 Cuban Linx,Raekwon,Ice Water,2,2.0,4,0.0,0.0,16,0,0.0,2,0,0,0,0,5.0,31,Staten Island,New York
658,1995,Only Built 4 Cuban Linx,Raekwon,Wu-Gambinos,8,6.0,0,1.0,0.0,11,1,0.0,0,0,0,0,0,2.0,29,Staten Island,New York
659,1995,Only Built 4 Cuban Linx,Raekwon,Knuckleheadz,11,5.0,1,0.0,0.0,11,0,0.0,0,0,0,0,0,1.0,29,Staten Island,New York
660,1995,Only Built 4 Cuban Linx,Raekwon,Criminology,8,6.0,0,0.0,0.0,8,0,0.0,0,0,0,0,0,1.0,23,Staten Island,New York
661,1995,Only Built 4 Cuban Linx,Raekwon,Incarcerated scarefaces,4,1.0,0,1.0,0.0,15,0,0.0,0,0,0,0,0,1.0,22,Staten Island,New York
662,1995,Only Built 4 Cuban Linx,Raekwon,Knowledge God,2,6.0,1,0.0,0.0,10,0,0.0,0,0,0,0,0,2.0,21,Staten Island,New York
663,1995,Only Built 4 Cuban Linx,Raekwon,Guillotine (swordz),3,5.0,0,0.0,0.0,10,0,0.0,0,0,0,0,0,1.0,19,Staten Island,New York
664,1995,Only Built 4 Cuban Linx,Raekwon,Verbal Intercourse,1,2.0,0,1.0,0.0,10,0,0.0,1,0,0,0,0,1.0,16,Staten Island,New York
665,1995,Only Built 4 Cuban Linx,Raekwon,Heaven & Hell,2,4.0,1,0.0,2.0,7,0,0.0,0,0,0,0,0,0.0,16,Staten Island,New York
